trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.39851904108451414}",30,0,25.836984028835843,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.2, 'e': 0.39653141907499284}",20,5,20.582887356179192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.3945537103716011}",30,0,28.75632538115189,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.2, 'e': 0.39258586553151836}",25,0,29.669096884278687,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.2, 'e': 0.3906278353585211}",20,0,18.135266101410597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.2, 'e': 0.388679570901753}",25,0,30.227406429056245,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.2, 'e': 0.3867410234545012}",20,0,30.72719922215135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.2, 'e': 0.3848121445529785}",25,0,28.1165275589054,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
192,False,"{'a': 0.2, 'e': 0.38289288597511206}",25,0,24.570161303849286,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.2, 'e': 0.38098319973933725}",20,0,-23.553479819432265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
194,False,"{'a': 0.2, 'e': 0.37908303810339883}",20,0,24.168926901357214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.2, 'e': 0.37719235356315695}",20,0,17.49117399652168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.2, 'e': 0.37531109885139957}",20,0,18.297863303248484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.2, 'e': 0.37343922693666093}",20,0,19.82038753488446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.2, 'e': 0.3715766910220457}",25,0,29.12361879013008,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.2, 'e': 0.369723444544059}",20,0,20.934683998816226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.2, 'e': 0.36787944117144233}",30,0,41.18474842417319,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.2, 'e': 0.36604463480401533}",25,0,8.851126223899046,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.3642189795715233}",20,0,23.934212595427436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.2, 'e': 0.36240242983249027}",20,0,16.582696493658993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.2, 'e': 0.3605949401730783}",25,0,26.100227428322647,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.2, 'e': 0.3587964654059516}",20,0,16.95670785869872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.2, 'e': 0.3570069605691474}",20,0,20.74677625591043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.2, 'e': 0.3552263809249515}",25,0,27.220854608198266,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.2, 'e': 0.35345468195878016}",20,0,22.040902962528264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.2, 'e': 0.3516918193780669}",20,0,24.449312198891633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.2, 'e': 0.3499377491111553}",20,0,24.372807034889174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.2, 'e': 0.3481924273061976}",20,0,19.30466170589381,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.2, 'e': 0.3464558103300574}",25,0,32.04148973220191,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.2, 'e': 0.3447278547672202}",20,0,21.121842457914752,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.2, 'e': 0.34300851741870664}",20,0,25.92927671318167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.2, 'e': 0.3412977553009937}",20,0,20.688927450797195,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.2, 'e': 0.3395955256449391}",25,0,22.894014977162897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.2, 'e': 0.33790178589471304}",20,0,18.796997580494455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.2, 'e': 0.33621649370673334}",25,0,25.209970591473255,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.2, 'e': 0.3345396069486076}",35,0,44.8356302452196,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.2, 'e': 0.33287108369807955}",35,0,41.29403842858702,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.2, 'e': 0.331210882241981}",25,0,38.05362372299169,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.2, 'e': 0.32955896107518906}",30,22,11.5084175806872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.32791527889958855}",25,0,27.533079758688924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.2, 'e': 0.32627979462303947}",20,0,24.465223555750477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.2, 'e': 0.32465246735834974}",20,0,5.864472807296299,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.2, 'e': 0.3230332564222529}",25,0,-14.493912024311228,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
227,False,"{'a': 0.2, 'e': 0.32142212133439135}",20,0,26.71282528512628,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.2, 'e': 0.31981902181630384}",20,0,17.21802212348383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.2, 'e': 0.3182239177904191}",30,0,34.31716754269859,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.2, 'e': 0.31663676937905316}",30,0,-3.759583956741345,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
231,False,"{'a': 0.2, 'e': 0.3150575369034133}",30,0,-18.871199456446526,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
232,False,"{'a': 0.2, 'e': 0.3134861808826053}",20,0,19.609822072208853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.2, 'e': 0.31192266203264674}",20,3,18.349700431051453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.31036694126548503}",20,0,20.059886031088823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.2, 'e': 0.30881897968801986}",30,0,38.60650164060628,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.2, 'e': 0.30727873860113125}",25,0,26.127524803719695,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.2, 'e': 0.30574617949871175}",30,12,27.055122238469707,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.3042212640667041}",20,0,18.089579616310253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.2, 'e': 0.30270395418214285}",25,0,26.94094233239042,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.2, 'e': 0.30119421191220214}",20,9,16.806220301043552,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.2996919995132463}",30,0,36.483795545799474,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.2, 'e': 0.2981972794298874}",25,0,27.62250376725894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.2, 'e': 0.29671001429404525}",20,0,10.326721577046284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.2, 'e': 0.2952301669240142}",20,7,17.231846292874472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.29375770032353277}",20,11,17.050926329299685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.2922925776808594}",20,2,27.051455118964977,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.29083476236785155}",20,2,10.348855405225883,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.2893842179390506}",30,0,29.786966868269474,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.2, 'e': 0.2879409081307702}",25,0,26.093838719069844,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
250,False,"{'a': 0.2, 'e': 0.2865047968601901}",25,0,25.411725395625417,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.2, 'e': 0.28507584822445353}",20,0,16.70835349639144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.2, 'e': 0.2836540264997704}",20,0,25.122950268854776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.2, 'e': 0.2822392961405233}",30,0,30.36324132405151,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.2, 'e': 0.2808316217783798}",30,0,31.74463544851007,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.2, 'e': 0.2794309682214073}",30,0,26.475267747112387,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.2, 'e': 0.27803730045319414}",20,0,24.042683344773703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.2, 'e': 0.2766505836319734}",20,0,21.686045966378412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,False,"{'a': 0.2, 'e': 0.27527078308975234}",20,0,14.743670464315066,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.2, 'e': 0.2738978643314456}",25,20,8.387321090103377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.2725317930340126}",25,0,25.920064722601815,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.2, 'e': 0.2711725350455999}",20,0,16.703245745802736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.2, 'e': 0.2698200563846868}",20,0,21.866435190517425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.2, 'e': 0.2684743232392366}",20,0,21.373080378448144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.2, 'e': 0.26713530196585034}",25,0,-24.39239593534766,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
265,False,"{'a': 0.2, 'e': 0.2658029590889266}",20,0,15.087115177320252,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.2, 'e': 0.26447726129982396}",25,0,-16.730185748344308,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
267,False,"{'a': 0.2, 'e': 0.2631581754560287}",30,0,33.79659964401843,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.2, 'e': 0.261845668580326}",20,0,16.21139587611158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.2, 'e': 0.2605397078599756}",20,0,22.942683113921706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.2, 'e': 0.2592402606458915}",35,0,37.15472589357244,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.2, 'e': 0.2579472944518257}",25,13,15.871545017565627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.2566607769535559}",25,1,22.395552991209893,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.2553806759880777}",30,0,34.66121461505506,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.2, 'e': 0.25410695955280027}",25,0,23.130975764532057,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.2, 'e': 0.25283959580474646}",25,0,31.085196284869905,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.2, 'e': 0.25157855305975646}",20,0,19.260221009208735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.2, 'e': 0.2503237997916961}",25,0,25.820221324522507,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.2, 'e': 0.24907530463166816}",20,5,18.135599553782036,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.24783303636722875}",20,0,21.009440272403218,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.2, 'e': 0.24659696394160643}",20,0,24.766329728830858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.2, 'e': 0.24536705645292634}",20,0,7.776420391762403,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
282,False,"{'a': 0.2, 'e': 0.2441432831534371}",20,0,24.83197549685922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.2, 'e': 0.24292561344874244}",20,0,21.834127818264626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.2, 'e': 0.24171401689703645}",20,0,19.23370821349878,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.2, 'e': 0.24050846320834213}",25,0,26.973077056896642,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.2, 'e': 0.23930892224375455}",20,0,25.29736576343061,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.2, 'e': 0.23811536401468703}",20,0,24.0434260785032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.23692775868212176}",30,0,32.44683378008174,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.2, 'e': 0.23574607655586352}",20,11,-7.990377244969842,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.23457028809379765}",20,0,20.012062615780597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.2, 'e': 0.23340036390115132}",20,12,10.325613466694776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.23223627472975883}",20,0,17.827411880344727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.2, 'e': 0.23107799147733019}",30,0,32.88855087040029,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.2, 'e': 0.22992548518672384}",25,0,25.446657567769265,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.2, 'e': 0.22877872704522242}",20,0,17.550130874882946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.2, 'e': 0.22763768838381274}",20,0,28.134881960242097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.2, 'e': 0.22650234067646874}",20,0,23.81319559553667,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.2, 'e': 0.22537265553943872}",20,0,21.905862842449633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.2, 'e': 0.22424860473053532}",25,0,25.868750316463256,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.2, 'e': 0.22313016014842982}",25,0,26.914304585350518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.2, 'e': 0.22201729383194937}",30,0,31.199214959128902,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.2, 'e': 0.2209099779593782}",25,0,28.797244675428296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.2, 'e': 0.21980818484776168}",20,0,26.623571620842664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.2, 'e': 0.21871188695221475}",25,0,26.789898545216396,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.2, 'e': 0.21762105686523284}",20,0,19.522296748022985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.2, 'e': 0.21653566731600707}",30,0,36.082005661281116,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.2, 'e': 0.21545569116974203}",20,0,24.594927362211372,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.2, 'e': 0.21438110142697794}",25,0,23.302436973718518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.2, 'e': 0.21331187122291523}",20,0,21.647905686112498,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.2, 'e': 0.21224797382674304}",25,0,35.30932777964985,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.2, 'e': 0.21118938264097117}",20,16,6.788407525651704,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.21013607120076472}",35,0,35.99750162801248,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.2, 'e': 0.20908801317328293}",20,0,26.53577712130899,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.2, 'e': 0.20804518235702046}",20,0,25.92396647404768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.2, 'e': 0.20700755268115265}",25,0,27.648624632592785,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
316,False,"{'a': 0.2, 'e': 0.20597509820488344}",25,0,32.28130501885273,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.2, 'e': 0.2049477931167973}",25,0,35.20143904114492,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.2, 'e': 0.20392561173421342}",25,20,7.571244060834286,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.20290852850254407}",30,0,26.884231852772412,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.2, 'e': 0.20189651799465538}",20,0,20.97224732040505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.2, 'e': 0.20088955491023208}",20,0,18.460136316602483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.2, 'e': 0.1998876140751445}",25,0,27.34469602898237,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.2, 'e': 0.19889067044081962}",30,0,-10.689333606490607,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
324,False,"{'a': 0.2, 'e': 0.19789869908361465}",30,0,30.027873520987914,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.2, 'e': 0.19691167520419406}",20,0,22.983574039342496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
326,False,"{'a': 0.2, 'e': 0.19592957412690934}",20,0,20.76197764940153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.2, 'e': 0.1949523712991825}",30,0,32.14032963026751,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.2, 'e': 0.19398004229089189}",20,0,21.020564964156968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
329,False,"{'a': 0.2, 'e': 0.19301256279376172}",25,0,27.839888277634923,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
330,False,"{'a': 0.2, 'e': 0.19204990862075408}",20,0,16.964818059830368,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.2, 'e': 0.19109205570546464}",20,0,20.38808801818956,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.2, 'e': 0.1901389801015205}",25,0,25.170699293931385,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.2, 'e': 0.18919065798198204}",20,0,19.574288167132092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
334,False,"{'a': 0.2, 'e': 0.1882470656387468}",20,0,22.641009832739396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.2, 'e': 0.18730817948195702}",20,0,26.374205190321884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.2, 'e': 0.18637397603940997}",25,0,29.256947873217655,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.2, 'e': 0.18544443195597088}",20,0,23.907997091136387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.2, 'e': 0.18451952399298926}",25,0,26.00756077601736,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.2, 'e': 0.18359922902771786}",30,0,39.70048174436488,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.2, 'e': 0.18268352405273466}",20,14,11.887091529201896,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.1817723861753675}",25,0,38.31601503048307,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.2, 'e': 0.1808657926171221}",30,0,26.312450271921616,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.2, 'e': 0.17996372071311217}",20,0,15.3767009445948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.2, 'e': 0.17906614791149322}",20,0,21.40139781183985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,False,"{'a': 0.2, 'e': 0.1781730517728984}",20,0,23.712223754187562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.2, 'e': 0.17728440996987782}",35,0,35.6757987809066,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.2, 'e': 0.17640020028634}",20,0,22.638032986766447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.2, 'e': 0.17552040061699686}",20,0,20.462747664483818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.2, 'e': 0.17464498896681085}",30,11,27.657151299805395,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.17377394345044514}",25,0,32.184328642003756,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.2, 'e': 0.17290724229171636}",25,0,18.515092112381936,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.2, 'e': 0.17204486382305054}",20,3,23.394257846962734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.1711867864849409}",30,0,28.539359586578318,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.2, 'e': 0.17033298882540943}",25,0,20.981828999644247,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.2, 'e': 0.16948344949947006}",30,0,33.46652895705584,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.2, 'e': 0.1686381472685955}",20,0,19.431243559109767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.2, 'e': 0.16779706100018585}",20,0,22.230609246156067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.2, 'e': 0.1669601696670407}",20,0,21.96834411258637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.2, 'e': 0.16612745234683307}",30,10,20.886667514177752,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.16529888822158653}",25,0,23.172337656987626,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.2, 'e': 0.1644744565771549}",25,18,12.944401454678975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.16365413680270405}",20,0,24.026522423176647,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.2, 'e': 0.16283790839019696}",20,0,20.415648973488867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.2, 'e': 0.16202575093388075}",20,0,-19.59832940675112,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
365,False,"{'a': 0.2, 'e': 0.16121764412977677}",30,0,31.7816163178062,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.2, 'e': 0.16041356777517274}",30,5,36.09321023833829,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.15961350176811803}",20,11,14.675495601657246,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.15881742610692068}",25,0,27.651466797715713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.2, 'e': 0.1580253208896478}",20,7,18.39993074269418,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
